name;id;name_type;class;mass;fall;year;lat;long;geolocation
LundsgÜrd;14755;Valid;L6;11000;Fell;1889;5.621.667;1.303.333;(56.21667, 13.03333)
Luotolax;14756;Valid;Howardite;885;Fell;1813;61.2;27.7;(61.2, 27.7)
Luponnas;14757;Valid;H3-5;14000;Fell;1753;4.621.667;5;(46.21667, 5.0)
Lusaka;14759;Valid;Unknown;NA;Fell;1951;-721.667;2.943.333;(-7.21667, 29.43333)
Mabwe-Khoywa;14764;Valid;L5;540;Fell;1937;19;97;(19.0, 97.0)
Macau;15370;Valid;H5;1500;Fell;1836;-5.2;-3.666.667;(-5.2, -36.66667)
Machinga;15371;Valid;L6;93200;Fell;1981;-1.521.222;3.524.222;(-15.21222, 35.24222)
Macibini;15372;Valid;Eucrite-pmict;1995;Fell;1936;-2.883.333;31.95;(-28.83333, 31.95)
Madhipura;15379;Valid;L;1000;Fell;1950;2.591.667;8.636.667;(25.91667, 86.36667)
Madiun;15380;Valid;L6;400;Fell;1935;-7.75;11.153.333;(-7.75, 111.53333)
Madrid;15382;Valid;L6;400;Fell;1896;4.041.667;-371.667;(40.41667, -3.71667)
Mafra;15383;Valid;L3-4;600;Fell;1941;-2.616.667;-4.993.333;(-26.16667, -49.93333)
Magnesia;15386;Valid;Iron, IAB-sHL;5000;Fell;1899;3.786.667;2.751.667;(37.86667, 27.51667)
Magombedze;15387;Valid;H3-5;666.6;Fell;1990;-1.948.333;31.65;(-19.48333, 31.65)
Mahadevpur;47361;Valid;H4/5;70500;Fell;2007;2.766.667;9.578.333;(27.66667, 95.78333)
Maigatari-Danduma;30751;Valid;H5/6;4629;Fell;2004;1.283.333;938.333;(12.83333, 9.38333)
Malaga;15393;Valid;OC;150;Fell;1933;3.221.667;-104;(32.21667, -104.0)
Malakal;15394;Valid;L5;2000;Fell;1970;9.5;31.75;(9.5, 31.75)
Malampaka;15395;Valid;H;470;Fell;1930;-313.333;3.351.667;(-3.13333, 33.51667)
Malotas;15397;Valid;H5;NA;Fell;1931;-2.893.333;-6.323.333;(-28.93333, -63.23333)
Malvern;15400;Valid;Eucrite-pmict;807;Fell;1933;-29.45;2.676.667;(-29.45, 26.76667)
Mamra Springs;15401;Valid;L6;1000;Fell;1927;4.521.667;6.208.333;(45.21667, 62.08333)
Manbhoom;15402;Valid;LL6;1700;Fell;1863;23.05;86.7;(23.05, 86.7)
Manegaon;15403;Valid;Diogenite;50;Fell;1843;2.096.667;76.1;(20.96667, 76.1)
Mangwendi;15405;Valid;LL6;22300;Fell;1934;-17.65;31.6;(-17.65, 31.6)
Manych;15409;Valid;LL3.4;3555;Fell;1951;4.581.667;4.463.333;(45.81667, 44.63333)
Mardan;15414;Valid;H5;4500;Fell;1948;3.423.333;7.208.333;(34.23333, 72.08333)
Maria Linden;15418;Valid;L4;114;Fell;1925;NA;NA;NA
Mariaville;15419;Valid;Iron;340;Fell;1898;4.271.667;-9.938.333;(42.71667, -99.38333)
Maribo;48973;Valid;CM2;25.81;Fell;2009;5.476.183;1.146.745;(54.76183, 11.46745)
Maridi;15421;Valid;H6;3200;Fell;1941;466.667;29.25;(4.66667, 29.25)
Marilia;15422;Valid;H4;2500;Fell;1971;-22.25;-4.993.333;(-22.25, -49.93333)
Marion (Iowa);15424;Valid;L6;28400;Fell;1847;41.9;-91.6;(41.9, -91.6)
Marjalahti;15426;Valid;Pallasite, PMG;45000;Fell;1902;61.5;30.5;(61.5, 30.5)
Marmande;15429;Valid;L5;3000;Fell;1848;44.5;0.15;(44.5, 0.15)
Maromandia;15430;Valid;L6;6000;Fell;2002;-14.2;48.1;(-14.2, 48.1)
Maryville;15436;Valid;L6;1443;Fell;1983;35.8;-84.1;(35.8, -84.1)
Mascombes;15438;Valid;L6;1000;Fell;1836;4.536.667;186.667;(45.36667, 1.86667)
Mason Gully;53653;Valid;H5;24.54;Fell;2010;0;0;(0.0, 0.0)
MÑssing;15443;Valid;Howardite;1600;Fell;1803;4.813.333;1.261.667;(48.13333, 12.61667)
Mauerkirchen;15446;Valid;L6;19000;Fell;1768;4.818.333;1.313.333;(48.18333, 13.13333)
Mauritius;15447;Valid;L6;220;Fell;1801;-20;57;(-20.0, 57.0)
Mayo Belwa;15451;Valid;Aubrite;4850;Fell;1974;896.667;1.208.333;(8.96667, 12.08333)
Mazapil;15453;Valid;Iron, IAB-sLL;4000;Fell;1885;2.468.333;-10.168.333;(24.68333, -101.68333)
Maziba;15454;Valid;L6;4975;Fell;1942;-121.667;30;(-1.21667, 30.0)
Mbale;15455;Valid;L5/6;150000;Fell;1992;106.667;3.416.667;(1.06667, 34.16667)
Medanitos;15467;Valid;Eucrite-cm;31;Fell;1953;-27.25;-67.5;(-27.25, -67.5)
Meerut;15469;Valid;H5;22;Fell;1861;2.901.667;77.8;(29.01667, 77.8)
Meester-Cornelis;15470;Valid;H5;24750;Fell;1915;-623.333;10.688.333;(-6.23333, 106.88333)
Menow;15485;Valid;H4;10500;Fell;1862;5.318.333;13.15;(53.18333, 13.15)
Menziswyl;15486;Valid;L5;28.9;Fell;1903;4.681.867;721.817;(46.81867, 7.21817)
Mern;15489;Valid;L6;4000;Fell;1878;55.05;1.206.667;(55.05, 12.06667)
Meru;15491;Valid;LL6;6000;Fell;1945;0;3.766.667;(0.0, 37.66667)
Merua;15492;Valid;H5;71400;Fell;1920;2.548.333;8.198.333;(25.48333, 81.98333)
Messina;15495;Valid;L5;2405;Fell;1955;3.818.333;1.556.667;(38.18333, 15.56667)
Meuselbach;16626;Valid;L6;870;Fell;1897;5.058.333;11.1;(50.58333, 11.1)
Mezel;16627;Valid;L6;1300;Fell;1949;4.576.667;3.25;(45.76667, 3.25)
Mezî-Madaras;16628;Valid;L3.7;22700;Fell;1852;46.5;2.573.333;(46.5, 25.73333)
Mhow;16629;Valid;L6;350;Fell;1827;25.9;8.361.667;(25.9, 83.61667)
Mianchi;16631;Valid;H5;1100;Fell;1980;34.8;111.7;(34.8, 111.7)
Middlesbrough;16632;Valid;L6;1600;Fell;1881;5.456.667;-116.667;(54.56667, -1.16667)
Mifflin;52090;Valid;L5;3584;Fell;2010;429.075;-9.036.556;(42.9075, -90.36556)
Mighei;16634;Valid;CM2;8000;Fell;1889;4.806.667;3.096.667;(48.06667, 30.96667)
Mihonoseki;16635;Valid;L6;6380;Fell;1992;3.556.833;133.22;(35.56833, 133.22)
Mike;16636;Valid;L6;224.2;Fell;1944;4.623.333;1.753.333;(46.23333, 17.53333)
Milena;16640;Valid;L6;10000;Fell;1842;4.618.333;16.1;(46.18333, 16.1)
Millbillillie;16643;Valid;Eucrite-mmict;330000;Fell;1960;-26.45;12.036.667;(-26.45, 120.36667)
Miller (Arkansas);16645;Valid;H5;16700;Fell;1930;35.4;-92.05;(35.4, -92.05)
Minamino;16692;Valid;L;1040;Fell;1632;3.507.833;13.693.333;(35.07833, 136.93333)
Mineo;16696;Valid;Pallasite;42;Fell;1826;3.728.333;14.7;(37.28333, 14.7)
Min-Fan-Zhun;16697;Valid;LL6;5500;Fell;1952;3.233.333;12.066.667;(32.33333, 120.66667)
Minnichhof;16700;Valid;OC;550;Fell;1905;47.7;16.6;(47.7, 16.6)
Mirzapur;16701;Valid;L5;8510;Fell;1910;2.568.333;83.25;(25.68333, 83.25)
Misshof;16703;Valid;H5;5800;Fell;1890;5.666.667;23;(56.66667, 23.0)
Mjelleim;16707;Valid;H;100.7;Fell;1898;6.173.333;593.333;(61.73333, 5.93333)
Mocs;16709;Valid;L5-6;300000;Fell;1882;46.8;2.403.333;(46.8, 24.03333)
Modoc (1905);16711;Valid;L6;35000;Fell;1905;38.5;-101.1;(38.5, -101.1)
Mokoia;16713;Valid;CV3;4500;Fell;1908;-3.963.333;174.4;(-39.63333, 174.4)
Molina;16715;Valid;H5;144000;Fell;1858;3.811.667;-116.667;(38.11667, -1.16667)
Molteno;16717;Valid;Howardite;150;Fell;1953;-31.25;2.646.667;(-31.25, 26.46667)
Monahans (1998);16719;Valid;H5;2587;Fell;1998;3.160.833;-10.285.833;(31.60833, -102.85833)
Monroe;16720;Valid;H4;8600;Fell;1849;35.25;-80.5;(35.25, -80.5)
Monte das Fortes;16725;Valid;L5;4885;Fell;1950;3.801.667;-8.25;(38.01667, -8.25)
Monte Milone;16726;Valid;L5;3130;Fell;1846;4.326.667;13.35;(43.26667, 13.35)
MontferrÇ;16727;Valid;H5;149000;Fell;1923;4.339.056;19.625;(43.39056, 1.9625)
Montlivault;16729;Valid;L6;500;Fell;1838;4.763.333;158.333;(47.63333, 1.58333)
Monze;16733;Valid;L6;NA;Fell;1950;-1.596.667;27.35;(-15.96667, 27.35)
Moore County;16736;Valid;Eucrite-cm;1880;Fell;1913;3.541.667;-7.938.333;(35.41667, -79.38333)
Mooresfort;16737;Valid;H5;3520;Fell;1810;52.45;-833.333;(52.45, -8.33333)
Moorleah;16738;Valid;L6;8887.5;Fell;1930;-40.975;145.6;(-40.975, 145.6)
Moradabad;16740;Valid;L6;70;Fell;1808;2.878.333;7.883.333;(28.78333, 78.83333)
Mor†vka;16742;Valid;H5;633;Fell;2000;49.6;1.853.333;(49.6, 18.53333)
Mornans;16747;Valid;H5;1300;Fell;1875;44.6;513.333;(44.6, 5.13333)
Moss;36592;Valid;CO3.6;3763;Fell;2006;5.943.333;10.7;(59.43333, 10.7)
Moti-ka-nagla;16759;Valid;H6;1500;Fell;1868;2.683.333;7.733.333;(26.83333, 77.33333)
Motta di Conti;16762;Valid;H4;9150;Fell;1868;45.2;8.5;(45.2, 8.5)
Mount Browne;16766;Valid;H6;11300;Fell;1902;-29.8;141.7;(-29.8, 141.7)
Mount Tazerzait;16804;Valid;L5;110000;Fell;1991;18.7;4.8;(18.7, 4.8)
Mount Vaisi;16805;Valid;Stone-uncl;17000;Fell;1637;4.408.333;686.667;(44.08333, 6.86667)
Mtola;16820;Valid;Stone-uncl;1100;Fell;1944;-11.5;33.5;(-11.5, 33.5)
Muddoor;16841;Valid;L5;4400;Fell;1865;1.263.333;7.701.667;(12.63333, 77.01667)
Mulletiwu;16851;Valid;L;25.5;Fell;1795;933.333;8.083.333;(9.33333, 80.83333)
Muraid;16874;Valid;L6;4703;Fell;1924;24.5;9.021.667;(24.5, 90.21667)
Murchison;16875;Valid;CM2;100000;Fell;1969;-3.661.667;145.2;(-36.61667, 145.2)
Murray;16882;Valid;CM2;12600;Fell;1950;36.6;-88.1;(36.6, -88.1)
Muzaffarpur;16885;Valid;Iron, IAB-sHL;1245;Fell;1964;2.613.333;8.553.333;(26.13333, 85.53333)
Myhee Caunta;16887;Valid;OC;NA;Fell;1842;23.05;7.263.333;(23.05, 72.63333)
Nadiabondi;16889;Valid;H5;8165;Fell;1956;12;1;(12.0, 1.0)
Nagai;16890;Valid;L6;1810;Fell;1922;3.812.167;14.006.167;(38.12167, 140.06167)
Nagaria;16892;Valid;Eucrite-cm;20;Fell;1875;2.698.333;7.821.667;(26.98333, 78.21667)
Nagy-BorovÇ;16893;Valid;L5;6100;Fell;1895;4.916.667;19.5;(49.16667, 19.5)
Nakhla;16898;Valid;Martian (nakhlite);10000;Fell;1911;3.131.667;30.35;(31.31667, 30.35)
Nakhon Pathom;16899;Valid;L6;23200;Fell;1923;1.373.333;10.008.333;(13.73333, 100.08333)
Nammianthal;16902;Valid;H5;4500;Fell;1886;1.228.333;79.2;(12.28333, 79.2)
Nan Yang Pao;16903;Valid;L6;52900;Fell;1917;3.566.667;103.5;(35.66667, 103.5)
Nanjemoy;16904;Valid;H6;7500;Fell;1825;3.841.667;-7.716.667;(38.41667, -77.16667)
Nantong;16907;Valid;H6;529;Fell;1984;3.211.667;121.8;(32.11667, 121.8)
Naoki;16908;Valid;H6;17000;Fell;1928;19.25;77;(19.25, 77.0)
Naragh;16909;Valid;H6;2700;Fell;1974;33.75;51.5;(33.75, 51.5)
Narellan;16912;Valid;L6;367.5;Fell;1928;-34.05;15.068.889;(-34.05, 150.68889)
Narni;16914;Valid;Stone-uncl;NA;Fell;920;4.251.667;1.251.667;(42.51667, 12.51667)
Nassirah;16922;Valid;H4;347;Fell;1936;-2.173.333;165.9;(-21.73333, 165.9)
Natal;16923;Valid;Stone-uncl;1.4;Fell;1973;NA;NA;NA
Nawapali;16927;Valid;CM2;105;Fell;1890;21.25;8.366.667;(21.25, 83.66667)
Neagari;16934;Valid;L6;420;Fell;1995;3.644.917;13.646.528;(36.44917, 136.46528)
Nedagolla;16935;Valid;Iron, ungrouped;4500;Fell;1870;1.868.333;8.348.333;(18.68333, 83.48333)
Nejo;16941;Valid;L6;2450;Fell;1970;9.5;3.533.333;(9.5, 35.33333)
Nerft;16945;Valid;L6;10250;Fell;1864;56.5;21.5;(56.5, 21.5)
Neuschwanstein;16950;Valid;EL6;6189;Fell;2002;47.525;1.080.833;(47.525, 10.80833)
New Concord;16953;Valid;L6;230000;Fell;1860;40;-8.176.667;(40.0, -81.76667)
New Halfa;16954;Valid;L4;12000;Fell;1994;1.536.667;3.568.333;(15.36667, 35.68333)
New Orleans;16960;Valid;H5;19256;Fell;2003;2.994.718;-9.010.976;(29.94718, -90.10976)
Ngawi;16966;Valid;LL3.6;1393;Fell;1883;-7.45;11.141.667;(-7.45, 111.41667)
N'Goureyma;16968;Valid;Iron, ungrouped;37500;Fell;1900;13.85;-438.333;(13.85, -4.38333)
Nicorps;16970;Valid;Stone-uncl;NA;Fell;1750;4.903.333;-143.333;(49.03333, -1.43333)
Niger (L6);16974;Valid;L6;3.3;Fell;1967;NA;NA;NA
Niger (LL6);16975;Valid;LL6;3.3;Fell;1967;NA;NA;NA
Nikolaevka;16976;Valid;H4;3996;Fell;1935;52.45;7.863.333;(52.45, 78.63333)
Nikolskoe;16977;Valid;L4;6000;Fell;1954;5.611.667;3.733.333;(56.11667, 37.33333)
Ningbo;16980;Valid;Iron, IVA;14250;Fell;1975;2.986.667;12.148.333;(29.86667, 121.48333)
Ningqiang;16981;Valid;C3-ung;4610;Fell;1983;32.925;10.590.667;(32.925, 105.90667)
Nio;16982;Valid;H3-4;467;Fell;1897;34.2;13.156.667;(34.2, 131.56667)
N'Kandhla;16983;Valid;Iron, IID;17200;Fell;1912;-2.856.667;30.7;(-28.56667, 30.7)
Nobleborough;16984;Valid;Eucrite-pmict;2300;Fell;1823;4.408.333;-6.948.333;(44.08333, -69.48333)
Noblesville;16985;Valid;H4-6;483.7;Fell;1991;4.008.528;-86.055;(40.08528, -86.055)
Nogata;16988;Valid;L6;472;Fell;860;33.725;130.75;(33.725, 130.75)
Nogoya;16989;Valid;CM2;4000;Fell;1879;-3.236.667;-5.983.333;(-32.36667, -59.83333)
Norfork;16994;Valid;Iron, IIIAB;1050;Fell;1918;3.621.667;-9.226.667;(36.21667, -92.26667)
Norton County;17922;Valid;Aubrite;1100000;Fell;1948;3.968.333;-9.986.667;(39.68333, -99.86667)
Noventa Vicentina;17930;Valid;H4;177;Fell;1971;4.529.167;1.152.722;(45.29167, 11.52722)
Novo-Urei;17933;Valid;Ureilite;1900;Fell;1886;5.481.667;46;(54.81667, 46.0)
Novy-Ergi;17934;Valid;Stone-uncl;NA;Fell;1662;58.55;3.133.333;(58.55, 31.33333)
Novy-Projekt;17935;Valid;OC;1001;Fell;1908;56;22;(56.0, 22.0)
Noyan-Bogdo;17936;Valid;L6;250;Fell;1933;4.291.667;10.246.667;(42.91667, 102.46667)
Nuevo Mercurio;17938;Valid;H5;50000;Fell;1978;24.3;-10.213.333;(24.3, -102.13333)
Nulles;17959;Valid;H6;5000;Fell;1851;4.163.333;0.75;(41.63333, 0.75)
Numakai;17960;Valid;H4;363;Fell;1925;4.333.333;14.186.667;(43.33333, 141.86667)
Nyaung;17969;Valid;Iron, IIIAB;737.6;Fell;1939;2.120.833;9.491.667;(21.20833, 94.91667)
Nyir†brany;17970;Valid;LL5;1100;Fell;1914;47.55;22.025;(47.55, 22.025)
Ochansk;17979;Valid;H4;500000;Fell;1887;5.778.333;5.526.667;(57.78333, 55.26667)
Oesede;17988;Valid;H5;1400;Fell;1927;5.228.333;8.05;(52.28333, 8.05)
Oesel;17989;Valid;L6;6000;Fell;1855;58.5;23;(58.5, 23.0)
OfehÇrt¢;17990;Valid;L6;3750;Fell;1900;4.788.333;2.203.333;(47.88333, 22.03333)
Ogi;17994;Valid;H6;14360;Fell;1741;3.328.333;130.2;(33.28333, 130.2)
Ohaba;17995;Valid;H5;16250;Fell;1857;4.606.667;2.358.333;(46.06667, 23.58333)
Ohuma;17996;Valid;L5;7700;Fell;1963;6.75;8.5;(6.75, 8.5)
Ojuelos Altos;17997;Valid;L6;5850;Fell;1926;3.818.333;-5.4;(38.18333, -5.4)
Okabe;17998;Valid;H5;194;Fell;1958;3.618.333;13.921.667;(36.18333, 139.21667)
Okano;18000;Valid;Iron, IIAB;4742;Fell;1904;3.508.333;135.2;(35.08333, 135.2)
Okniny;18002;Valid;LL6;12000;Fell;1834;5.083.333;25.5;(50.83333, 25.5)
Oldenburg (1930);18009;Valid;L6;16570;Fell;1930;52.95;816.667;(52.95, 8.16667)
Oliva-Gandia;18012;Valid;Stone-uncl;NA;Fell;1519;39;-0.03333;(39.0, -0.03333)
Olivenza;18013;Valid;LL5;150000;Fell;1924;3.871.667;-706.667;(38.71667, -7.06667)
Olmedilla de Alarc¢n;18015;Valid;H5;40000;Fell;1929;3.956.667;-2.1;(39.56667, -2.1)
Omolon;18019;Valid;Pallasite, PMG;250000;Fell;1981;64.02;16.180.833;(64.02, 161.80833)
Orgueil;18026;Valid;CI1;14000;Fell;1864;4.388.333;138.333;(43.88333, 1.38333)
Orlando;34489;Valid;Eucrite;180;Fell;2004;285.475;-8.136.222;(28.5475, -81.36222)
Ornans;18030;Valid;CO3.4;6000;Fell;1868;4.711.667;6.15;(47.11667, 6.15)
Ortenau;18033;Valid;Stone-uncl;4500;Fell;1671;48.5;8;(48.5, 8.0)
Orvinio;18034;Valid;H6;3400;Fell;1872;4.213.333;1.293.333;(42.13333, 12.93333)
Oterõy;18042;Valid;L6;246;Fell;1928;5.888.333;9.4;(58.88333, 9.4)
Otomi;18045;Valid;H;6510;Fell;1867;38.4;140.35;(38.4, 140.35)
Ottawa;18046;Valid;LL6;840;Fell;1896;38.6;-9.521.667;(38.6, -95.21667)
Ouadangou;56729;Valid;L5;4440;Fell;2003;12.9;0.08;(12.9, 0.08)
Oued el Hadjar;18050;Valid;LL6;1215.5;Fell;1986;30.18;-657.717;(30.18, -6.57717)
Oum Dreyga;31282;Valid;H3-5;17000;Fell;2003;24.3;-13.1;(24.3, -13.1)
Ourique;18052;Valid;H4;20000;Fell;1998;3.760.833;-8.28;(37.60833, -8.28)
Ovambo;18055;Valid;L6;121.5;Fell;1900;-18;16;(-18.0, 16.0)
Oviedo;18058;Valid;H5;205;Fell;1856;43.4;-586.667;(43.4, -5.86667)
Owrucz;18062;Valid;OC;NA;Fell;1775;5.133.333;2.883.333;(51.33333, 28.83333)
Pacula;18068;Valid;L6;3400;Fell;1881;21.05;-99.3;(21.05, -99.3)
Padvarninkai;18069;Valid;Eucrite-mmict;3858;Fell;1929;5.566.667;25;(55.66667, 25.0)
Paitan;18072;Valid;H6;515;Fell;1910;1.774.333;12.045.583;(17.74333, 120.45583)
Palahatchie;18073;Valid;OC;NA;Fell;1910;3.231.667;-8.971.667;(32.31667, -89.71667)
Palca de Aparzo;18074;Valid;L5;1430;Fell;1988;-2.311.667;-65.1;(-23.11667, -65.1)
Palinshih;18077;Valid;Iron;18000;Fell;1914;4.348.333;11.861.667;(43.48333, 118.61667)
Palmyra;18079;Valid;L3;135;Fell;1926;39.8;-91.5;(39.8, -91.5)
Palolo Valley;18082;Valid;H5;682;Fell;1949;21.3;-15.778.333;(21.3, -157.78333)
Dominion Range 03239;32591;Valid;L6;69.5;Found;2002;NA;NA;NA
Pampanga;18093;Valid;L5;10500;Fell;1859;1.508.333;120.7;(15.08333, 120.7)
Pantar;18098;Valid;H5;2130;Fell;1938;806.667;12.428.333;(8.06667, 124.28333)
Paragould;18101;Valid;LL5;408000;Fell;1930;3.606.667;-90.5;(36.06667, -90.5)
Parambu;18102;Valid;LL5;2000;Fell;1967;-623.333;-40.7;(-6.23333, -40.7)
Paranaiba;18103;Valid;L6;100000;Fell;1956;-1.913.333;-5.166.667;(-19.13333, -51.66667)
Park Forest;18106;Valid;L5;18000;Fell;2003;4.148.472;-8.767.917;(41.48472, -87.67917)
Parnallee;18108;Valid;LL3.6;77600;Fell;1857;923.333;78.35;(9.23333, 78.35)
Parsa;18109;Valid;EH3;800;Fell;1942;26.2;85.4;(26.2, 85.4)
Pasamonte;18110;Valid;Eucrite-pmict;5100;Fell;1933;3.621.667;-103.4;(36.21667, -103.4)
Patora;18112;Valid;H6;4375;Fell;1969;2.093.694;82.05;(20.93694, 82.05)
Patrimonio;18116;Valid;L6;2121;Fell;1950;-1.953.333;-4.856.667;(-19.53333, -48.56667)
Patti;18118;Valid;Iron;12;Fell;1922;3.813.333;1.496.667;(38.13333, 14.96667)
Patwar;18171;Valid;Mesosiderite-A1;37350;Fell;1935;23.15;9.118.333;(23.15, 91.18333)
Pavel;18173;Valid;H5;2968;Fell;1966;4.346.667;2.551.667;(43.46667, 25.51667)
Pavlodar (stone);18175;Valid;H5;142.5;Fell;1938;52.3;7.703.333;(52.3, 77.03333)
Pavlograd;18176;Valid;L6;40000;Fell;1826;4.853.333;3.598.333;(48.53333, 35.98333)
Pavlovka;18177;Valid;Howardite;2000;Fell;1882;5.203.333;43;(52.03333, 43.0)
Pà;18179;Valid;L6;NA;Fell;1989;1.133.367;-354.217;(11.33367, -3.54217)
Peace River;18180;Valid;L6;45760;Fell;1963;5.613.333;-11.793.333;(56.13333, -117.93333)
Peckelsheim;18181;Valid;Diogenite-pm;117.8;Fell;1953;5.166.667;9.25;(51.66667, 9.25)
Peekskill;18782;Valid;H6;12570;Fell;1992;4.128.333;-7.391.667;(41.28333, -73.91667)
Pe§a Blanca Spring;18786;Valid;Aubrite;70000;Fell;1946;30.125;-10.311.667;(30.125, -103.11667)
Peramiho;18792;Valid;Eucrite-mmict;165;Fell;1899;-1.066.667;35.5;(-10.66667, 35.5)
Perpeti;18793;Valid;L6;23474;Fell;1935;23.325;91;(23.325, 91.0)
Perth;18797;Valid;LL5;2;Fell;1830;56.4;-343.333;(56.4, -3.43333)
Pervomaisky;18798;Valid;L6;66000;Fell;1933;5.663.333;3.943.333;(56.63333, 39.43333)
Pesyanoe;18799;Valid;Aubrite;3393;Fell;1933;55.5;6.608.333;(55.5, 66.08333)
PÇtälkolÇ;18800;Valid;H5;189;Fell;1995;14.052;0.42;(14.052, 0.42)
Petersburg;18801;Valid;Eucrite-pmict;1800;Fell;1855;35.3;-8.663.333;(35.3, -86.63333)
Pettiswood;18804;Valid;Stone-uncl;NA;Fell;1779;5.353.333;-733.333;(53.53333, -7.33333)
Phillips County (stone);18808;Valid;L6;57900;Fell;1901;40;-99.25;(40.0, -99.25)
Phu Hong;18809;Valid;H4;500;Fell;1887;11.25;10.858.333;(11.25, 108.58333)
Phum Sambo;18811;Valid;H4;7800;Fell;1933;12;10.548.333;(12.0, 105.48333)
Phuoc-Binh;18812;Valid;L5;11000;Fell;1941;1.571.667;108.1;(15.71667, 108.1)
Piancaldoli;18813;Valid;LL3.4;13.1;Fell;1968;4.424.417;1.150.222;(44.24417, 11.50222)
Picote;18816;Valid;Stone-uncl;NA;Fell;1843;4.136.667;-623.333;(41.36667, -6.23333)
Pillistfer;18822;Valid;EL6;23250;Fell;1863;5.866.667;2.573.333;(58.66667, 25.73333)
Piplia Kalan;18831;Valid;Eucrite-mmict;42000;Fell;1996;2.603.472;7.394.167;(26.03472, 73.94167)
Piquetberg;18832;Valid;H;37;Fell;1881;-3.286.667;1.871.667;(-32.86667, 18.71667)
Pirgunje;18834;Valid;L6;842;Fell;1882;25.8;88.45;(25.8, 88.45)
Pirthalla;18835;Valid;H6;1161;Fell;1884;2.958.333;76;(29.58333, 76.0)
Pitts;18837;Valid;Iron, IAB-ung;3760;Fell;1921;31.95;-8.351.667;(31.95, -83.51667)
Plantersville;18846;Valid;H6;2085;Fell;1930;30.7;-9.611.667;(30.7, -96.11667)
Ple?coi;51706;Valid;L5-6;6913;Fell;2008;45.275;2.670.972;(45.275, 26.70972)
Ploschkovitz;18849;Valid;L5;39;Fell;1723;5.053.333;1.411.667;(50.53333, 14.11667)
Pnompehn;18851;Valid;L6;96;Fell;1868;1.158.333;10.491.667;(11.58333, 104.91667)
Dominion Range 03240;32592;Valid;LL5;290.9;Found;2002;NA;NA;NA
Pohlitz;18853;Valid;L5;3000;Fell;1819;5.093.333;1.213.333;(50.93333, 12.13333)
Pokhra;18858;Valid;H5;350;Fell;1866;2.671.667;8.266.667;(26.71667, 82.66667)
Pollen;18860;Valid;CM2;253.6;Fell;1942;6.634.833;14.015;(66.34833, 14.015)
Pontlyfni;18865;Valid;Winonaite;157;Fell;1931;5.303.639;-431.944;(53.03639, -4.31944)
Portales Valley;18874;Valid;H6;71400;Fell;1998;34.175;-103.295;(34.175, -103.295)
Portugal;18876;Valid;Stone-uncl;4500;Fell;1796;38.5;-8;(38.5, -8.0)
Po-wang Chen;18879;Valid;LL;665;Fell;1933;3.141.667;118.5;(31.41667, 118.5)
Prambachkirchen;18883;Valid;L6;2125;Fell;1932;483.025;1.394.083;(48.3025, 13.94083)
Pribram;18887;Valid;H5;5555;Fell;1959;4.966.667;1.403.333;(49.66667, 14.03333)
Pricetown;18888;Valid;L6;900;Fell;1893;3.911.667;-83.85;(39.11667, -83.85)
Puerto L†pice;45984;Valid;Eucrite-br;500;Fell;2007;39.35;-351.667;(39.35, -3.51667)
Pulsora;18899;Valid;H5;560;Fell;1863;2.336.667;7.518.333;(23.36667, 75.18333)
Pultusk;18901;Valid;H5;250000;Fell;1868;5.276.667;2.126.667;(52.76667, 21.26667)
Punganaru;18902;Valid;Stone-uncl;100;Fell;1811;1.333.333;78.95;(13.33333, 78.95)
Putinga;18905;Valid;L6;300000;Fell;1937;-2.903.333;-53.05;(-29.03333, -53.05)
Qidong;18907;Valid;L/LL5;1275;Fell;1982;3.208.333;121.5;(32.08333, 121.5)
Qingzhen;18908;Valid;EH3;2600;Fell;1976;2.653.333;10.646.667;(26.53333, 106.46667)
Queen's Mercy;22357;Valid;H6;7000;Fell;1925;-3.011.667;28.7;(-30.11667, 28.7)
Quenggouk;22358;Valid;H4;6045;Fell;1857;1.776.667;9.518.333;(17.76667, 95.18333)
Quesa;22360;Valid;Iron, IAB-ung;10750;Fell;1898;39;-0.66667;(39.0, -0.66667)
Quija;22361;Valid;H;17450;Fell;1990;4.461.667;12.613.333;(44.61667, 126.13333)
Quincay;22363;Valid;L6;65;Fell;1851;46.6;0.25;(46.6, 0.25)
Raco;22368;Valid;H5;5000;Fell;1957;-2.666.667;-65.45;(-26.66667, -65.45)
Raghunathpura;22371;Valid;Iron, IIAB;10200;Fell;1986;2.772.528;76.465;(27.72528, 76.465)
Rahimyar Khan;31302;Valid;L5;67225;Fell;1983;28.225;70.2;(28.225, 70.2)
Rakovka;22376;Valid;L6;9000;Fell;1878;5.298.333;3.703.333;(52.98333, 37.03333)
Ramnagar;22384;Valid;L6;3766;Fell;1940;26.45;82.9;(26.45, 82.9)
Rampurhat;22385;Valid;LL;100;Fell;1916;2.416.667;8.776.667;(24.16667, 87.76667)
Ramsdorf;22386;Valid;L6;4682;Fell;1958;5.188.333;693.333;(51.88333, 6.93333)
Ranchapur;22387;Valid;H4;290.4;Fell;1917;2.398.333;8.708.333;(23.98333, 87.08333)
Rancho de la Presa;22390;Valid;H5;300;Fell;1899;1.986.667;-10.081.667;(19.86667, -100.81667)
Rangala;22392;Valid;L6;3224.5;Fell;1937;2.538.333;7.201.667;(25.38333, 72.01667)
